Column1,content,Judge_1,Judge_2,Judge_3
3443,"Gave it to my niece for her birthday because she had asked for it specifically.  As soon as it arrived, she started reading it and couldn't put it down!",1,1,1
268,Love! Great price Especially because it is a hard back.,1,1,1
3368,A clear money grab that takes away all satisfaction from the original series.,0,0,0
2660,hp used to rock. what happend?! this book has no meaning at ALL. also its really annoying b/c its in script. whats the point? so anyway if you have not read it yet then consider yourself lucky and definitely DO NOT READ IT.,0,0,0
4003,"DISAPPOINTED ....
very hard read book NOT like the other books serious let down...ALL the hype for a script book ...SERIOUSLY???? shame on them for tricking everyone that a new book was coming out by JK Rowlings",0,0,0
528,I am a fan of Harry Potter and this make me feel like I'm 12 years old again. That was my first time that I read the first one. This book is great and I'm not disappointed. Even though it is a script but it is very easy to read. I really enjoy reading this .,1,1,1
3827,"I really enjoyed the book and the story line. Reading it was a little harder since you are just reading a script and it wasn't as descriptive as reading the other books.  I still feel this book would have been better had it been written in the same story as the other Harry Potter series. But all in all, Harry Potter stories and adventures are enjoyable. This one just might make for a very good movie.",1,1,1
3393,"I loved it! Great continuation of the series. This script identifies with the original audience by following us into adulthood, and if we’re lucky (depending on your views), parentage.",1,1,1
1358,This should have been free. Rowling shouldn't have charged her fans when this clearly isn't her writing and as it is a play it's very difficult to read.,0,0,0
427,"As a Harry Potter fan, I loved this new story.  It has all of the elements of the original series:  mystery, magic, suspense and emotional insight.  Thank you for another wonderful gift!",1,1,1
4190,"SPOILER FREE
There were so many bad decisions that went into making this it's hard to believe the person who wrote the finely crafted interlocking world of the original books was involved in any way.
First, why on earth would you issue the final episode in the form of a play? People keep saying ""well it's probably better on stage"". Well, the fan base is an ardent worldwide group of novel readers. Choosing to only show the true version of the story to ONE room of people in one place at a time was a just a poor choice. Everyone else gets cold and frankly ridiculous sounding stage directions instead of pages of rich description from one of the greatest writers of the century.

Second, and much more importantly, this story line is so bad it's actually gut-wrenching. As a huge long time potter it was so hard and painful to read. I don't usually like being critical or snobbish about movies or books. I try to enjoy them for what they are and not dissect them 100 different ways. That being said this script was so full of plot holes and inconsistencies it's actually hard to believe JK ever read it. Books can and will be written about the problems with this story line. It is completely incompatible with the world the original 1~7 books established. I would provide examples but don't have it in me to open the book again. The motives and actions of many of the characters make absolutely no sense at all. The decisions of both the protagonists and the main villain are so absurd and illogical that the only explanation is plot convenience to take the audience to revisit an old story.
It's so frustrating to see an almost perfect series, something which will live on as a classic; tarnished by what is essentially a polished turd.",0,0,0
1992,My daughter loves this book so much that she probably cuddles with it at night.,1,1,1
